w,w_part_of_speech,w_romaji,w_meaning,s_kanji,s_hiragana,s_romaji,s_meaning
長袖,nagasode,Noun,long sleeves,山 に 行く なら 夏 で も 長袖 が 必要 です 。,やま に いく なら なつ で も ながそで が ひつよう です。,yama ni iku nara natsu de mo nagasode ga hitsuyou desu.,"If you go to a mountain, you need clothes with long sleeves even in summer."
半袖,hansode,Noun,short sleeves,今日 は、半袖 の シャツ を 着よう。,きょう は、はんそで の しゃつ を きよう。,"kyou ha,hansode no shatsu wo kiyou.",I'll put on a short-sleeved shirt today.
半袖,hansode,Noun,short sleeves,半袖 で 寒くない ん です か 。,はんそで で さむくない ん です か。,hansode de samukunai n desu ka.,"Aren't you cold, wearing clothes with short sleeves?"
形,katachi,Noun,"shape, form",その 椅子 は 変わった 形 を して いる。,その いす は かわった かたち を して いる。,sono isu ha kawatta katachi wo shite iru.,That chair has an unusual shape.
形,katachi,Noun,"shape, form",娘 が 色々な 形 の クッキー を 焼いた 。,むすめ が いろいろな かたち の くっきー を やいた。,musume ga iroirona katachi no kukki- wo yaita.,My daughter baked cookies in various shapes.
景色,keshiki,Noun,natural scenery or landscape,ここ は 景色 が 綺麗 です ね 。,ここ は けしき が きれい です ね。,koko ha keshiki ga kirei desu ne.,The scenery here is beautiful.
景色,keshiki,Noun,natural scenery or landscape,素晴らしい 景色 です ね 。,すばらしい けしき です ね。,subarashii keshiki desu ne.,This is wonderful scenery.
ざあざあ,zaazaa,Adverb,pouring,雨 が ざあざあ 降って いる。,あめ が ざあざあ ふって いる。,ame ga zaazaa futte iru.,It's pouring.
ざあざあ,zaazaa,Adverb,pouring,今日 は ざあざあ 降り に なりました 。,きょう は ざあざあ ぶり に なりました。,kyou ha zaazaa buri ni narimashita.,It was pouring today.
再来月,saraigetsu,Noun,the month after next,再来月 まで 予約 で いっぱい です 。,さらいげつ まで よやく で いっぱい です。,saraigetsu made yoyaku de ippai desu.,We're fully booked until the month after the next.
再来月,saraigetsu,Noun,the month after next,再来月 、 また 病院 に 行かない と いけません 。,さらいげつ、また びょういん に いかない と いけません。,"saraigetsu,mata byouin ni ikanai to ikemasen.",I have to go to the hospital again the month after next.
泊める,tomeru,Verb,let (someone) stay over,友達 を うち に 泊めて あげました。,ともだち を うち に とめて あげました。,tomodachi wo uchi ni tomete agemashita.,I let my friend stay over at my house.
泊める,tomeru,Verb,let (someone) stay over,一 晩 泊めて ください 。,ひと ばん とめて ください。,hito ban tomete kudasai.,Please let me stay over for one night.
叱る,shikaru,Verb,"scold, reprimand",父親 が 子供 を 叱って いる。,ちちおや が こども を しかって いる。,chichioya ga kodomo wo shikatte iru.,The father is scolding his child.
叱る,shikaru,Verb,"scold, reprimand",今日 も 先生 に 叱られました 。,きょう も せんせい に しかられました。,kyou mo sensei ni shikararemashita.,"I was scolded by the teacher today, too."
騒ぐ,sawagu,Verb,"make a noise, make a racket",電車 の 中 で 騒がないで ください 。,でんしゃ の なか で さわがないで ください。,densha no naka de sawaganaide kudasai.,Please don't make a racket in the train.
騒ぐ,sawagu,Verb,"make a noise, make a racket",電車 で 子供 が 騒いで いた 。,でんしゃ で こども が さわいで いた。,densha de kodomo ga sawaide ita.,Kids were making a racket in the train.
車道,shadou,Noun,"road, roadway (for cars)",車道 の 工事 が 始まりました 。,しゃどう の こうじ が はじまりました。,shadou no kouji ga hajimarimashita.,The road construction has started.
車道,shadou,Noun,"road, roadway (for cars)",自転車 で 車道 を 走る の は 怖い です 。,じてんしゃ で しゃどう を はしる の は こわい です。,jitensha de shadou wo hashiru no ha kowai desu.,It's scary to ride a bicycle on a car lane.
掃除機,soujiki,Noun,vacuum cleaner,掃除機 が 壊れた。,そうじき が こわれた。,soujiki ga kowareta.,The vacuum cleaner broke.
掃除機,soujiki,Noun,vacuum cleaner,母 は 毎日 掃除機 を かけます 。,はは は まいにち そうじき を かけます。,haha ha mainichi soujiki wo kakemasu.,My mother vacuums the floor every day.
剃る,soru,Verb,shave,父 は 毎日 髭 を 剃ります 。,ちち は まいにち ひげ を そります。,chichi ha mainichi hige wo sorimasu.,My father shaves every day.
剃る,soru,Verb,shave,床屋 で 顔 を 剃って もらいました 。,とこや で かお を そって もらいました。,tokoya de kao wo sotte moraimashita.,I had my face shaved at a barber.
貼る,haru,Verb,"stick, paste, put",机 に シール を 貼った 。,つくえ に しーる を はった。,tsukue ni shi-ru wo hatta.,I put a sticker on the desk.
貼る,haru,Verb,"stick, paste, put",ここ に 切手 を 貼って ください 。,ここ に きって を はって ください。,koko ni kitte wo hatte kudasai.,Please stick a stamp here.
台,dai,Noun,"stand, table",そこ に ちょうど 良い 台 が ある。,そこ に ちょうど いい だい が ある。,soko ni choudo ii dai ga aru.,We have a perfect table there.
台,dai,Noun,"stand, table",台 を 使わない と いちばん 上 の 棚 に 届きません 。,だい を つかわない と いちばん うえ の たな に とどきません。,dai wo tsukawanai to ichiban ue no tana ni todokimasen.,"Unless I use the stand, I can't reach the top shelf."
主に,omoni,Adverb,"mostly, predominantly",この 商品 は 主 に 女性 に 人気 が ありまして。,この しょうひん は おも に じょせい に にんき が ありまして。,kono shouhin ha omo ni josei ni ninki ga arimashite.,This product is predominantly popular among women.
主に,omoni,Adverb,"mostly, predominantly",私 は 主 に 子供 に 英語 を 教えて います 。,わたし は おも に こども に えいご を おしえて います。,watashi ha omo ni kodomo ni eigo wo oshiete imasu.,I teach English mainly to children.
倒す,taosu,Verb,"knock down, overthrow",その スキーヤー は ポール を 倒した 。,その すきーやー は ぽーる を たおした。,sono suki-ya- ha po-ru wo taoshita.,The skier knocked the pole down.
倒す,taosu,Verb,"knock down, overthrow",その ボクサー は つい に 世界 チャンピオン を 倒しました 。,その ぼくさー は つい に せかい ちゃんぴおん を たおしました。,sono bokusa- ha tsui ni sekai chanpion wo taoshimashita.,The boxer finally defeated the world champion.
星,hoshi,Noun,"star, planet",今夜 は 星 が よく 見えます 。,こんや は ほし が よく みえます。,kon'ya ha hoshi ga yoku miemasu.,You can see the stars clearly tonight.
星,hoshi,Noun,"star, planet",星 が きらきら 光って いる。,ほし が きらきら ひかって いる。,hoshi ga kirakira hikatte iru.,The stars are shining brightly.
長女,choujo,Noun,eldest daughter,うち の 長女 は 10 歳 です 。,うち の ちょうじょ は 10 さい です。,uchi no choujo ha 10 sai desu.,Our oldest daughter is ten.
長女,choujo,Noun,eldest daughter,彼女 は 3 人 兄弟 の 長女 です 。,かのじょ は 3 にん きょうだい の ちょうじょ です。,kanojo ha 3 nin kyoudai no choujo desu.,She is the eldest daughter of three siblings.
爪,tsume,Noun,"nail, claw",爪 が 伸びて います。,つめ が のびて います。,tsume ga nobite imasu.,My nails have grown.
爪,tsume,Noun,"nail, claw",泳ぐ 前 に 爪 を 切って ください 。,およぐ まえ に つめ を きって ください。,oyogu mae ni tsume wo kitte kudasai.,Please clip your nails before swimming.
缶,kan,Noun,"can, tin",コーヒー は その 缶 に 入って います。,こーひー は その かん に はいって います。,ko-hi- ha sono kan ni haitte imasu.,The coffee is in that can.
缶,kan,Noun,"can, tin",缶 に あめ が 入って います。,かん に あめ が はいって います。,kan ni ame ga haitte imasu.,There's some candy in the can.
とんとん,tonton,Adverb,"tapping, patting",母 の 肩 を とんとん たたいた 。,はは の かた を とんとん たたいた。,haha no kata wo tonton tataita.,I gave my mother a massage by patting on her shoulders.
とんとん,tonton,Adverb,"tapping, patting",誰 か が とんとん と ドア を 叩きました 。,だれ か が とんとん と どあ を たたきました。,dare ka ga tonton to doa wo tatakimashita.,Someone knocked on the door by tapping.
袖,sode,Noun,sleeve,この シャツ は 袖 が 短い 。,この しゃつ は そで が みじかい。,kono shatsu ha sode ga mijikai.,This shirt has short sleeves.
袖,sode,Noun,sleeve,袖 が 長い ので 短く して もらえます か 。,そで が ながい ので みじかく して もらえます か。,sode ga nagai node mijikaku shite moraemasu ka.,"The sleeves are long, so please shorten them."
濡れる,nureru,Verb,get wet,雨 で 濡れて しまった。,あめ で ぬれて しまった。,ame de nurete shimatta.,I got wet in the rain.
濡れる,nureru,Verb,get wet,まだ 髪 が 濡れて います よ 。,まだ かみ が ぬれて います よ。,mada kami ga nurete imasu yo.,Your hair is still wet.
パーセント,pa-sento,Noun,percent,この 村 の 80 パーセント は 老人 です 。,この むら の 80 ぱーせんと は ろうじん です。,kono mura no 80 pa-sento ha roujin desu.,80 percent of the people in this village are elderly.
パーセント,pa-sento,Noun,percent,全体 の 80 パーセント が 完成 しました 。,ぜんたい の 80 ぱーせんと が かんせい しました。,zentai no 80 pa-sento ga kansei shimashita.,80 percent of the total has been completed.
上がる,agaru,Verb,"go up, increase (in quality or quantity)",毎年 給料 が 上がる 。,まいねん きゅうりょう が  あがる。,mainen kyuuryou ga  agaru.,My salary goes up every year.
上がる,agaru,Verb,"go up, increase (in quality or quantity)",成績 が 上がりました 。,せいせき が あがりました。,seiseki ga agarimashita.,His grades went up.
拍手,hakushu,Verbal Noun,"applause, clapping",大きな 拍手 が 上がった。,おおきな はくしゅ が あがった。,ookina hakushu ga agatta.,There was a big round of applause.
拍手,hakushu,Verbal Noun,"applause, clapping",今日 の ゲスト を 拍手 で 迎えて ください 。,きょう の げすと を はくしゅ で むかえて ください。,kyou no gesuto wo hakushu de mukaete kudasai.,Please welcome today's guest with applause.
